DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB01251,Gliquidone,33342-05-1,approved; investigational,LLJFMFZYVVLQKT-UHFFFAOYSA-N,"InChI=1S/C27H33N3O6S/c1-27(2)23-14-11-20(36-3)17-22(23)24(31)30(25(27)32)16-15-18-9-12-21(13-10-18)37(34,35)29-26(33)28-19-7-5-4-6-8-19/h9-14,17,19H,4-8,15-16H2,1-3H3,(H2,28,29,33)",COC1=CC2=C(C=C1)C(C)(C)C(=O)N(CCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1)C2=O,C27H33N3O6S,,D02430,91610,46508425,93416,CHEMBL383634,,82719,
DB01702,"2-(3,4-Dihydroxyphenyl)Acetic Acid",102-32-9,experimental,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",OC(=O)CC1=CC(O)=C(O)C=C1,C8H8O4,C01161,,547,46507886,41941,CHEMBL1284,DHY,532,52946
DB02776,1-Hexadecanosulfonic Acid,15015-81-3,experimental,SSILHZFTFWOUJR-UHFFFAOYSA-N,"InChI=1S/C16H34O3S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(17,18)19/h2-16H2,1H3,(H,17,18,19)",CCCCCCCCCCCCCCCCS(O)(=O)=O,C16H34O3S,,,14253,46504870,43043,CHEMBL1208309,HDS,13615,
DB00071,Insulin Pork,12584-58-6,approved,,,,C257H387N65O76S6,,,,46508925,,,,,
DB08168,7-AMINO-4-METHYL-CHROMEN-2-ONE,,experimental,GLNDAGDHSLMOKX-UHFFFAOYSA-N,"InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3",CC1=CC(=O)OC2=C1C=CC(N)=C2,C10H9NO2,C01386,,92249,99444639,51771,CHEMBL270672,MCM,83285,71742
DB01896,M-Aminophenylboronic Acid,,experimental,JMZFEHDNIAQMNB-UHFFFAOYSA-N,"InChI=1S/C6H8BNO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4,9-10H,8H2",NC1=CC=CC(=C1)B(O)O,C6H8BNO2,,,92269,46506000,,CHEMBL20852,APB,83303,50067906
DB02816,"7-(1-Methyl-1,2,3-Triazol-4-Yl)-6-Formyl-2,7-Dihydro-[1,4]Thiazepine-3-Carboxylic Acid, Brl42715, C6-(N1-Methyl-1,2,3-Triazolylmethylene)Penem",,experimental,BCPHJDLBOJMWOD-VIFPVBQESA-N,"InChI=1S/C10H10N4O3S/c1-14-3-7(12-13-14)9-6(4-15)2-11-8(5-18-9)10(16)17/h2-5,9,11H,1H3,(H,16,17)/t9-/m0/s1",[H][C@@]1(SC=C(NC=C1C=O)C(O)=O)C1=CN(C)N=N1,C10H10N4O3S,,,5288206,46504939,,,FDT,4450415,
DB01955,"1,4-Butanediol",110-63-4,experimental,WERYXYBDKMZEQL-UHFFFAOYSA-N,"InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2",OCCCCO,C4H10O2,,,8064,46506248,41189,CHEMBL171623,BU1,13835209,
DB08160,"(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL",,experimental,NPPGNJAWTLSRQG-LURJTMIESA-N,"InChI=1S/C8H14N2O2S2/c1-13-4-2-6(9)8(11,12)7-10-3-5-14-7/h3,5-6,11-12H,2,4,9H2,1H3/t6-/m0/s1",[H][C@](N)(CCSC)C(O)(O)C1=NC=CS1,C8H14N2O2S2,,,5288721,99444631,,,M3C,4450821,
DB03779,Glucosaminyl-(Alpha-6)-D-Myo-Inositol,,experimental,HEPUIGACZYVUCD-YZRQSVRMSA-N,"InChI=1S/C12H23NO10/c13-3-5(16)4(15)2(1-14)22-12(3)23-11-9(20)7(18)6(17)8(19)10(11)21/h2-12,14-21H,1,13H2/t2-,3-,4-,5-,6-,7-,8-,9+,10-,11-,12-/m1/s1",N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O,C12H23NO10,C15658,,445937,46508584,44230,,MYG,,
DB01952,"1,N6-Ethenoadenine",13875-63-3,experimental,OGVOXGPIHFKUGM-UHFFFAOYSA-N,"InChI=1S/C7H5N5/c1-2-12-4-11-6-5(7(12)8-1)9-3-10-6/h1-4H,(H,9,10)",N1C=NC2=C1N=CN1C=CN=C21,C7H5N5,,,104994,46507510,29146,,EA1,94742,
DB08000,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",,experimental,ZTJGXDGAXGWOGR-UHFFFAOYSA-N,"InChI=1S/C14H9NO7S/c16-10(17)6-15-13(18)11-8-4-2-1-3-7(8)5-9(14(19)20)12(11)23(15,21)22/h1-5H,6H2,(H,16,17)(H,19,20)",OC(=O)CN1C(=O)C2=C(C(=CC3=CC=CC=C23)C(O)=O)S1(=O)=O,C14H9NO7S,,,11660035,99444471,,,ITB,9834770,16240
DB03574,Ferricrocin-Iron,,experimental,FNBCUYMSQPYITB-AFXYHRJJSA-N,"InChI=1S/C28H44N9O13.Fe/c1-16(39)35(48)10-4-7-19-25(44)29-14-24(43)32-22(15-38)26(45)30-13-23(42)31-20(8-5-11-36(49)17(2)40)27(46)34-21(28(47)33-19)9-6-12-37(50)18(3)41;/h19-22,38H,4-15H2,1-3H3,(H,29,44)(H,30,45)(H,31,42)(H,32,43)(H,33,47)(H,34,46);/q-3;+3/t19-,20-,21-,22+;/m0./s1",[H][C@]1(CO)NC(=O)CNC(=O)[C@]2([H])CCCN3O[Fe-3]456(ON(CCC[C@]([H])(NC(=O)CNC1=O)C(=O)N[C@@]([H])(CCCN(O4)C(C)=[O+]5)C(=O)N2)C(C)=[O+]6)[O+]=C3C,C28H44FeN9O13,,,131704255,46506127,,,FCI,,
DB06864,"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID",,experimental,QJYRAJSESKVEAE-PSASIEDQSA-N,"InChI=1S/C11H12O6/c12-7(4-5-9(14)15)6-2-1-3-8(13)10(6)11(16)17/h1-3,8,10,13H,4-5H2,(H,14,15)(H,16,17)/t8-,10-/m1/s1",[H][C@@]1(O)C=CC=C(C(=O)CCC(O)=O)[C@@]1([H])C(O)=O,C11H12O6,C05817,,5287432,99443335,39564,,164,,
DB03576,N-Pyridoxyl-Threonine-5-Monophosphate,,experimental,IZWQBQLGLAKRMN-UHFFFAOYSA-N,"InChI=1S/C12H19N2O8P/c1-6-11(16)9(4-14-10(7(2)15)12(17)18)8(3-13-6)5-22-23(19,20)21/h3,7,10,14-16H,4-5H2,1-2H3,(H,17,18)(H2,19,20,21)",CC(O)C(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,C12H19N2O8P,,,3378336,46507120,,,TLP,2623623,
DB03571,"3-(5-Amino-7-Hydroxy-[1,2,3]Triazolo[4,5-D]Pyrimidin-2-Yl)-N-(3,5-Dichlorobenzyl)-Benzamide",,experimental,JMQTXEWNXSPEKX-UHFFFAOYSA-N,"InChI=1S/C18H13Cl2N7O2/c19-11-4-9(5-12(20)7-11)8-22-16(28)10-2-1-3-13(6-10)27-25-14-15(26-27)23-18(21)24-17(14)29/h1-7H,8H2,(H,22,28)(H3,21,23,24,26,29)",NC1=NC2=NN(N=C2C(O)=N1)C1=CC(=CC=C1)C(=O)NCC1=CC(Cl)=CC(Cl)=C1,C18H13Cl2N7O2,,,448407,46505855,,CHEMBL44803,45P,395215,50143043
DB02083,"N,N-dimethylglycine",1118-68-9,experimental,FFDGPVCHZBVARC-UHFFFAOYSA-N,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",CN(C)CC(O)=O,C4H9NO2,C01026,,673,46507083,58251,,DMG,653,
DB11672,Curcumin,458-37-7,approved; experimental; investigational,VFLDPWHFBUODDF-FCXRPNKRSA-N,"InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+",COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O,C21H20O6,,,969516,347828040,3962,CHEMBL140,,839564,50140172
DB08767,2-(4-METHOXYPHENYL)ACETAMIDE,,experimental,OLKQIWCQICCYQS-UHFFFAOYSA-N,"InChI=1S/C9H11NO2/c1-12-8-4-2-7(3-5-8)6-9(10)11/h2-5H,6H2,1H3,(H2,10,11)",COC1=CC=C(CC(N)=O)C=C1,C9H11NO2,,,241868,99445238,,CHEMBL157604,ZHZ,211415,
DB03677,N-Cyclohexyl-N'-Decylurea,,experimental,LPXYBLIRYGCMPQ-UHFFFAOYSA-N,"InChI=1S/C17H34N2O/c1-2-3-4-5-6-7-8-12-15-18-17(20)19-16-13-10-9-11-14-16/h16H,2-15H2,1H3,(H2,18,19,20)",CCCCCCCCCCNC(=O)NC1CCCCC1,C17H34N2O,,,4359,46505021,,CHEMBL67158,CDU,4206,50143925
DB02085,1-Aminocyclopropanecarboxylic Acid,22059-21-8,experimental,PAJPWUMXBYXFCZ-UHFFFAOYSA-N,"InChI=1S/C4H7NO2/c5-4(1-2-4)3(6)7/h1-2,5H2,(H,6,7)",NC1(CC1)C(O)=O,C4H7NO2,C01234,,535,46505058,18053,CHEMBL265325,1AC,520,
DB06906,2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER,,experimental,HRRHGLKNOJHIGY-UHFFFAOYSA-N,"InChI=1S/C7H9N3O3/c1-2-13-6(12)4-3-9-7(8)10-5(4)11/h3H,2H2,1H3,(H3,8,9,10,11)",CCOC(=O)C1=C(O)N=C(N)N=C1,C7H9N3O3,,,84894,99443377,39721,,204,76584,50143060
DB04079,"Heptane-1,2,3-Triol",,experimental,HXYCHJFUBNTKQR-RNFRBKRXSA-N,"InChI=1S/C7H16O3/c1-2-3-4-6(9)7(10)5-8/h6-10H,2-5H2,1H3/t6-,7-/m1/s1",[H][C@@](O)(CO)[C@]([H])(O)CCCC,C7H16O3,,,444397,46506422,43208,,HTO,392340,
DB07153,"6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine",,experimental,FJNFXXGWYVMQNA-UHFFFAOYSA-N,"InChI=1S/C19H24N4O3/c1-11-13(17(20)23-18(21)22-11)7-8-19(2,3)12-9-14(24-4)16(26-6)15(10-12)25-5/h9-10H,1-6H3,(H4,20,21,22,23)",COC1=CC(=CC(OC)=C1OC)C(C)(C)C#CC1=C(C)N=C(N)N=C1N,C19H24N4O3,,,25187896,99443624,,CHEMBL1230365,55V,25056715,50329608
DB04598,2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,,experimental,VWEPFJPQZFIOAU-UHFFFAOYSA-N,"InChI=1S/C7H6ClNO3/c8-4-2-1-3(7(11)12)5(9)6(4)10/h1-2,10H,9H2,(H,11,12)",NC1=C(C=CC(Cl)=C1O)C(O)=O,C7H6ClNO3,,,114947,46506832,,CHEMBL1230244,4AA,102886,
DB02499,Dinor-N(Omega)-Hydroxy-L-Arginine,,experimental,RPHCSGPGZUWMRV-REOHCLBHSA-N,"InChI=1S/C4H10N4O3/c5-2(3(9)10)1-7-4(6)8-11/h2,11H,1,5H2,(H,9,10)(H3,6,7,8)/t2-/m0/s1",N[C@@H](C\N=C(/N)NO)C(O)=O,C4H10N4O3,,,657087,46506971,,,DIR,571292,
DB02553,Glutathionylspermidine Disulfide,,experimental,HCMZDPYSWPSKSP-XPGKHFPBSA-N,"InChI=1S/C34H66N12O10S2/c35-11-1-3-13-39-15-5-17-41-29(49)19-43-31(51)25(45-27(47)9-7-23(37)33(53)54)21-57-58-22-26(46-28(48)10-8-24(38)34(55)56)32(52)44-20-30(50)42-18-6-16-40-14-4-2-12-36/h23-26,39-40H,1-22,35-38H2,(H,41,49)(H,42,50)(H,43,51)(H,44,52)(H,45,47)(H,46,48)(H,53,54)(H,55,56)/t23-,24-,25+,26+/m1/s1",[H][C@@](N)(CCC(O)=N[C@@]([H])(CSSC[C@]([H])(N=C(O)CC[C@@]([H])(N)C(O)=O)C(O)=NCC(O)=NCCCNCCCCN)C(O)=NCC(O)=NCCCNCCCCN)C(O)=O,C34H66N12O10S2,,,449555,46505065,,,TS4,396047,
DB02494,Alpha-Hydroxy-Beta-Phenyl-Propionic Acid,,experimental,VOXXWSYKYCBWHO-QMMMGPOBSA-N,"InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/t8-/m0/s1",[H][C@](O)(CC1=CC=CC=C1)C(O)=O,C9H10O3,,,444718,46509007,43065,,HFA,392566,
DB04212,2-Iminiopropanoate,,experimental,DUAWRLXHCUAWMK-UHFFFAOYSA-N,"InChI=1S/C3H5NO2/c1-2(4)3(5)6/h4H,1H3,(H,5,6)",CC(=[NH2+])C([O-])=O,C3H5NO2,,,5288980,46508389,44400,,NAK,13223106,
DB04213,N-Cyclohexyl-N'-(Propyl)Phenyl Urea,,experimental,HBTZVNKXMFGOOJ-UHFFFAOYSA-N,"InChI=1S/C16H24N2O/c19-16(18-15-11-5-2-6-12-15)17-13-7-10-14-8-3-1-4-9-14/h1,3-4,8-9,15H,2,5-7,10-13H2,(H2,17,18,19)",O=C(NCCCC1=CC=CC=C1)NC1CCCCC1,C16H24N2O,,,4358,46506245,,CHEMBL1231909,CPU,4205,129287
DB03707,S-Ethyl-N-Phenyl-Isothiourea,,experimental,LAXNJIWNBHHMDO-UHFFFAOYSA-N,"InChI=1S/C9H12N2S/c1-2-12-9(10)11-8-6-4-3-5-7-8/h3-7H,2H2,1H3,(H2,10,11)",CCS\C(N)=N\C1=CC=CC=C1,C9H12N2S,,,347590,46506739,,CHEMBL451666,PTU,308438,50058459
DB02793,Isochorismic Acid,22642-82-6,experimental,NTGWPRCCOQCMGE-YUMQZZPRSA-L,"InChI=1S/C10H10O6/c1-5(9(12)13)16-7-4-2-3-6(8(7)11)10(14)15/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/p-2/t7-,8-/m0/s1",[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C([O-])=O)C([O-])=O,C10H8O6,C00885,,5460580,46508723,29780,,ISC,4574080,
DB03953,L-Thiocitrulline,,experimental,BKGWACHYAMTLAF-BYPYZUCNSA-N,"InChI=1S/C6H13N3O2S/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",N[C@@H](CCC\N=C(/N)S)C(O)=O,C6H13N3O2S,,,2733514,46505566,,CHEMBL93247,SCI,2015302,50095201
DB08110,"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",,experimental,ZYKSDPVHVMSKIL-IIHMJNQGSA-N,"InChI=1S/C14H19NO4/c1-3-8(7-16)12-9-5-4-6-10(19-2)11(9)13(15-12)14(17)18/h3,7,9-10,12,15H,4-6H2,1-2H3,(H,17,18)/b8-3-/t9-,10-,12-/m0/s1",[H][C@]1(NC(C(O)=O)=C2[C@]1([H])CCC[C@]2([H])OC)C(=C/C)\C=O,C14H19NO4,,,46937125,99444581,,,LK7,26325636,
DB08698,"1-[(3S)-5-PHENYL-3-THIOPHEN-2-YL-3H-1,4-BENZODIAZEPIN-2-YL]AZETIDIN-3-OL",,experimental,BKSGACYTXOQQNI-OAQYLSRUSA-N,"InChI=1S/C22H19N3OS/c26-16-13-25(14-16)22-21(19-11-6-12-27-19)24-20(15-7-2-1-3-8-15)17-9-4-5-10-18(17)23-22/h1-12,16,21,26H,13-14H2/t21-/m1/s1",[H][C@@]1(N=C(C2=CC=CC=C2)C2=CC=CC=C2N=C1N1CC(O)C1)C1=CC=CS1,C22H19N3OS,,,25113120,99445169,,,VGA,25058572,
DB01670,Propyl acetate,109-60-4,experimental,YKYONYBAUNKHLG-UHFFFAOYSA-N,"InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3",CCCOC(C)=O,C5H10O2,C14928,,7997,46508631,40116,CHEMBL44857,4PA,7706,
DB04284,L-proline betaine,471-87-4,experimental,CMUNUTVVOOHQPW-LURJTMIESA-N,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",C[N+]1(C)CCC[C@H]1C([O-])=O,C7H13NO2,C10172,,115244,46504751,35280,CHEMBL1456892,PBE,103115,
DB07553,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",,experimental,KRCXZGYVOZSCSF-UHFFFAOYSA-N,"InChI=1S/C15H18F3NO2/c16-15(17,18)13(20)10-6-1-2-7-11-14(21)19-12-8-4-3-5-9-12/h3-5,8-9H,1-2,6-7,10-11H2,(H,19,21)",FC(F)(F)C(=O)CCCCCCC(=O)NC1=CC=CC=C1,C15H18F3NO2,,,9882812,99444024,,CHEMBL113537,CF3,,50121062
DB02027,N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine,,experimental,RMSWBHUVFNFNIZ-ZETCQYMHSA-N,"InChI=1S/C8H21N7O2/c9-3-5-12-6-7(10)2-1-4-13-8(11)14-15(16)17/h7,12H,1-6,9-10H2,(H3,11,13,14)/t7-/m0/s1",NCCNC[C@@H](N)CCCNC(=N)N[N+]([O-])=O,C8H21N7O2,,,656911,46504827,,CHEMBL227937,DP3,571160,21960
DB03310,Glutathione disulfide,27025-41-8,approved; experimental; investigational,YPZRWBKMTBYPTK-BJDJZHNGSA-N,"InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/t9-,10-,11-,12-/m0/s1",N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,C20H32N6O12S2,C00127,D00031,65359,46508372,17858,CHEMBL1372,GDS,58835,225231
DB01747,Coprogen,31418-71-0,experimental,FQIVLXIUJLOKPL-DWZMLRRXSA-N,"InChI=1S/C35H53N6O13.Fe/c1-23(11-17-42)20-30(45)39(51)14-5-8-27-33(48)38-28(34(49)37-27)9-6-15-40(52)32(47)22-25(3)13-19-54-35(50)29(36-26(4)44)10-7-16-41(53)31(46)21-24(2)12-18-43;/h20-22,27-29,42-43H,5-19H2,1-4H3,(H,36,44)(H,37,49)(H,38,48);/q-3;+3/b23-20+,24-21+,25-22+;/t27-,28-,29-;/m0./s1",[Fe+3].[H]\C(=C(\C)CCO)C(=O)N([O-])CCC[C@]([H])(N=C(C)O)C(=O)OCC\C(C)=C(/[H])C(=O)N([O-])CCC[C@]1([H])N=C(O)[C@]([H])(CCCN([O-])C(=O)C(\[H])=C(/C)CCO)N=C1O,C35H53FeN6O13,,,76957149,46506975,83101,,CPO,32698678,
DB04509,N-Methylnaloxonium,,experimental,PCSQOABIHJXZMR-YNUHATHGSA-O,"InChI=1S/C20H23NO4/c1-3-9-21(2)10-8-19-16-12-4-5-13(22)17(16)25-18(19)14(23)6-7-20(19,24)15(21)11-12/h3-5,15,18,24H,1,6-11H2,2H3/p+1/t15-,18+,19+,20-,21-/m1/s1",C[N@@+]1(CC=C)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,C20H24NO4,,,6323452,46508658,,,NLX,4883425,
DB07445,"N'-[(1E)-(3,5-DIBROMO-2,4-DIHYDROXYPHENYL)METHYLENE]NICOTINOHYDRAZIDE",,experimental,PYVJEAZDEZTGIS-UBKPWBPPSA-N,"InChI=1S/C13H9Br2N3O3/c14-9-4-8(11(19)10(15)12(9)20)6-17-18-13(21)7-2-1-3-16-5-7/h1-6,19-20H,(H,18,21)/b17-6+",OC1=C(Br)C=C(\C=N\NC(=O)C2=CN=CC=C2)C(O)=C1Br,C13H9Br2N3O3,,,6248837,99443916,,CHEMBL514988,BDE,17724463,31917
DB08348,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",,experimental,UYJZZVDLGDDTCL-UHFFFAOYSA-N,"InChI=1S/C17H17N3O2/c1-20(2)10-16(21)18-11-7-8-15-14(9-11)12-5-3-4-6-13(12)17(22)19-15/h3-9H,10H2,1-2H3,(H,18,21)(H,19,22)",CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1,C17H17N3O2,,,4858,99444819,,CHEMBL372303,P34,4692,27497
DB04698,"N-(1,4-DIHYDRO-5H-TETRAZOL-5-YLIDENE)-9-OXO-9H-XANTHENE-2-SULFONAMIDE",,experimental,HJWYZPGYPZNDTN-UHFFFAOYSA-N,"InChI=1S/C14H9N5O4S/c20-13-9-3-1-2-4-11(9)23-12-6-5-8(7-10(12)13)24(21,22)17-14-15-18-19-16-14/h1-7H,(H2,15,16,17,18,19)",O=C1C2=CC=CC=C2OC2=C1C=C(C=C2)S(=O)(=O)N=C1NN=NN1,C14H9N5O4S,,,6102777,46508103,,CHEMBL202311,GAJ,4810282,50182477
DB03929,D-Serine,312-84-5,approved; experimental,MTCFGRXMJLQNBG-UWTATZPHSA-N,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1",N[C@H](CO)C(O)=O,C3H7NO3,C00740,,71077,46508200,16523,CHEMBL285123,DSN,64231,23167
