DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa98bc8dc28>,Metoprine,7761-45-7,experimental,VQJHOPSWBGJHQS-UHFFFAOYSA-N,"InChI=1S/C11H10Cl2N4/c1-5-9(10(14)17-11(15)16-5)6-2-3-7(12)8(13)4-6/h2-4H,1H3,(H4,14,15,16,17)",CC1=C(C(N)=NC(N)=N1)C1=CC(Cl)=C(Cl)C=C1,C11H10Cl2N4,,,24466,46504679,,CHEMBL264373,C2M,22874,50059956
,,,,,,,,,,133040,,,,,,
,,,,,,,,,,114790,,,,,,
,,,,,,,,,,119266,,,,,,
,,,,,,,,,,175804,,,,,,
,,,,,,,,,,11725801,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa94ef289a8>,"REL-(9R,12S)-9,10,11,12-TETRAHYDRO-9,12-EPOXY-1H-DIINDOLO[1,2,3-FG:3',2',1'-KL]PYRROLO[3,4-I][1,6]BENZODIAZOCINE-1,3(2H)-DIONE",,experimental,OTPNDVKVEAIXTI-IYBDPMFKSA-N,"InChI=1S/C24H15N3O3/c28-23-19-17-11-5-1-3-7-13(11)26-15-9-10-16(30-15)27-14-8-4-2-6-12(14)18(22(27)21(17)26)20(19)24(29)25-23/h1-8,15-16H,9-10H2,(H,25,28,29)/t15-,16+",[H][C@]12CC[C@]([H])(O1)N1C3=C(C=CC=C3)C3=C4C(=O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13,C24H15N3O3,,,447446,99445154,,CHEMBL289422,UCM,394549,
,,,,,,,,,,11260414,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9604020e8>,N-(pyridin-3-ylmethyl)aniline,,experimental,BJXLHKJBRORJJJ-UHFFFAOYSA-N,"InChI=1S/C12H12N2/c1-2-6-12(7-3-1)14-10-11-5-4-8-13-9-11/h1-9,14H,10H2",C(NC1=CC=CC=C1)C1=CC=CN=C1,C12H12N2,,,1082702,99443322,,CHEMBL264669,11X,923306,50294172
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa953aa8a48>,"2,6-dicarboxynaphthalene",1141-38-4,experimental,RXOHFPCZGPKIRD-UHFFFAOYSA-N,"InChI=1S/C12H8O4/c13-11(14)9-3-1-7-5-10(12(15)16)4-2-8(7)6-9/h1-6H,(H,13,14)(H,15,16)",OC(=O)C1=CC2=CC=C(C=C2C=C1)C(O)=O,C12H8O4,,,14357,99444733,44460,CHEMBL1205452,NDD,13718,
,,,,,,,,,,5462519,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9ab8647c8>,"(6S)-5,6,7,8-tetrahydrofolate",,experimental,MSTNYGQPCMXVAQ-RYUDHWBXSA-N,"InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11-,12-/m0/s1",[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(NC[C@@]2([H])CNC3=C(N2)C(O)=NC(=N)N3)C=C1)C(O)=O,C19H23N7O6,,,5460413,46508587,15635,,THG,4573946,
,,,,,,,,,,61363,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa95fb457c8>,Eribaxaban,536748-46-6,experimental,QQBKAVAGLMGMHI-WIYYLYMNSA-N,"InChI=1S/C24H22ClFN4O4/c1-34-18-13-21(30(14-18)24(33)27-16-7-5-15(25)6-8-16)23(32)28-20-10-9-17(12-19(20)26)29-11-3-2-4-22(29)31/h2-12,18,21H,13-14H2,1H3,(H,27,33)(H,28,32)/t18-,21-/m1/s1",[H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC,C24H22ClFN4O4,,,11634458,99443391,140420,CHEMBL476186,230,9809202,50266770
,,,,,,,,,,3189,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9c9030098>,Cefazolin,25953-19-9,approved,MLYYVTUWGNIJIB-BXKDBHETSA-N,"InChI=1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h5,9,12H,2-4H2,1H3,(H,16,23)(H,25,26)/t9-,12-/m1/s1",[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,C14H14N8O4S3,C06880,D02299,33255,46506123,474053,CHEMBL1435,,30723,50370587
,,,,,,,,,,124503,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9e8396908>,Butenafine,101828-21-1,approved,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,"InChI=1S/C23H27N/c1-23(2,3)21-14-12-18(13-15-21)16-24(4)17-20-10-7-9-19-8-5-6-11-22(19)20/h5-15H,16-17H2,1-4H3",CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12,C23H27N,C08067,,2484,46506191,3238,CHEMBL990,,2390,50436713
,,,,,,,,,,168115,,,,,,
,,,,,,,,,,127757,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa485ad188>,Cefdinir,91832-40-5,approved,RTXOFQZKPXMALH-GHXIOONMSA-N,"InChI=1S/C14H13N5O5S2/c1-2-5-3-25-12-8(11(21)19(12)9(5)13(22)23)17-10(20)7(18-24)6-4-26-14(15)16-6/h2,4,8,12,24H,1,3H2,(H2,15,16)(H,17,20)(H,22,23)/b18-7-/t8-,12-/m1/s1",[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,C14H13N5O5S2,C08110,D00917,6915944,46505573,3485,CHEMBL927,,5291705,
,,,,,,,,,,2781,,,,,,
,,,,,,,,,,16130049,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa98d78fbd8>,Tricarballylic Acid,,experimental,KQTIIICEAUMSDG-UHFFFAOYSA-N,"InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",OC(=O)CC(CC(O)=O)C(O)=O,C6H8O6,,,14925,46507955,45969,CHEMBL1236394,TRC,14220,50119563
,,,,,,,,,,183797,,,,,,
,,,,,,,,,,9595287,,,,,,
,,,,,,,,,,3086685,,,,,,
,,,,,,,,,,1283,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9ee94af48>,Tocainide,41708-72-9,approved,BUJAGSGYPOAWEI-UHFFFAOYSA-N,"InChI=1S/C11H16N2O/c1-7-5-4-6-8(2)10(7)13-11(14)9(3)12/h4-6,9H,12H2,1-3H3,(H,13,14)",CC(N)C(=O)NC1=C(C)C=CC=C1C,C11H16N2O,C07142,D06172,38945,46505385,9611,CHEMBL1762,,35632,50092595
,,,,,,,,,,151137,,,,,,
,,,,,,,,,,15506,,,,,,
,,,,,,,,,,65238,,,,,,
,,,,,,,,,,10433461,,,,,,
,,,,,,,,,,23725028,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa448ebae8>,Hydroxyzine,68-88-2,approved,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,"InChI=1S/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2",OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H27ClN2O2,C07045,,3658,46508556,5818,CHEMBL896,,3531,22875
,,,,,,,,,,7577,,,,,,
,,,,,,,,,,6441391,,,,,,
,,,,,,,,,,9723,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa8e15ab2c8>,AZD-2066,934282-55-0,investigational,SXWHYTICXCLKDG-GFCCVEGCSA-N,"InChI=1S/C19H16ClN5O2/c1-12(16-11-17(27-24-16)14-4-3-5-15(20)10-14)26-19-23-22-18(25(19)2)13-6-8-21-9-7-13/h3-12H,1-2H3/t12-/m1/s1",C[C@@H](OC1=NN=C(N1C)C1=CC=NC=C1)C1=NOC(=C1)C1=CC=CC(Cl)=C1,C19H16ClN5O2,,,16041426,347828852,,CHEMBL3545164,,13169971,
,,,,,,,,,,9824,,,,,,
,,,,,,,,,,170607,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa94d265228>,Dichloroacetic Acid,79-43-6,approved; investigational,JXTHNDFMNIQAHM-UHFFFAOYSA-N,"InChI=1S/C2H2Cl2O2/c3-1(4)2(5)6/h1H,(H,5,6)",OC(=O)C(Cl)Cl,C2H2Cl2O2,C11149,,6597,175427097,36386,CHEMBL13960,TF4,10771217,227588
,,,,,,,,,,124503,,,,,,
,,,,,,,,,,422,,,,,,
,,,,,,,,,,62080,,,,,,
,,,,,,,,,,60062,,,,,,
,,,,,,,,,,706,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa95c2a3778>,4-(2-Aminoethyl)Benzenesulfonyl Fluoride,34284-75-8,experimental,MGSKVZWGBWPBTF-UHFFFAOYSA-N,"InChI=1S/C8H10FNO2S/c9-13(11,12)8-3-1-7(2-4-8)5-6-10/h1-4H,5-6,10H2",NCCC1=CC=C(C=C1)S(F)(=O)=O,C8H10FNO2S,,,1701,99443818,,CHEMBL1096339,AES,1638,50398077
,,,,,,,,,,174,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa08b8c548>,Zonisamide,68291-97-4,approved; investigational,UBQNRHZMVUUOMG-UHFFFAOYSA-N,"InChI=1S/C8H8N2O3S/c9-14(11,12)5-7-6-3-1-2-4-8(6)13-10-7/h1-4H,5H2,(H2,9,11,12)",NS(=O)(=O)CC1=NOC2=CC=CC=C12,C8H8N2O3S,C07504,D00538,5734,46505278,10127,CHEMBL750,ZON,5532,10888
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9b056d1d8>,Inhibitor Idd 384,,experimental,CJKKMQCZOLCXAM-UHFFFAOYSA-N,"InChI=1S/C19H22N2O5S/c1-12-6-4-5-7-15(12)10-17(22)21-16-8-13(2)19(14(3)9-16)27(25,26)20-11-18(23)24/h4-9,20H,10-11H2,1-3H3,(H,21,22)(H,23,24)",CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O,C19H22N2O5S,,,1944,46505474,,CHEMBL240719,I84,1868,50222612
,,,,,,,,,,516896,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa98b0c5908>,Licofelone,156897-06-2,investigational,UAWXGRJVZSAUSZ-UHFFFAOYSA-N,"InChI=1S/C23H22ClNO2/c1-23(2)13-19-22(15-6-4-3-5-7-15)21(16-8-10-17(24)11-9-16)18(12-20(26)27)25(19)14-23/h3-11H,12-14H2,1-2H3,(H,26,27)",CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C23H22ClNO2,,,133021,175426859,,CHEMBL300982,LCF,117391,50038649
,,,,,,,,,,7577,,,,,,
,,,,,,,,,,5113032,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa93feb728>,Lutein,127-40-2,approved; investigational; nutraceutical,KBPHJBAIARWVSC-RGZFRNHPSA-N,"InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-25,35-37,41-42H,26-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36+,37-/m0/s1",C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,C40H56O2,C08601,,5281243,46508835,28838,CHEMBL173929,LUT,4444655,
,,,,,,,,,,108075,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9ec5932c8>,Promethazine,60-87-7,approved; investigational,PWWVAXIEGOYWEE-UHFFFAOYSA-N,"InChI=1S/C17H20N2S/c1-13(18(2)3)12-19-14-8-4-6-10-16(14)20-17-11-7-5-9-15(17)19/h4-11,13H,12H2,1-3H3",CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,C17H20N2S,C07404,D00494,4927,46507798,8461,CHEMBL643,,4758,50017696
,,,,,,,,,,44421641,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa88331868>,Erythromycin,114-07-8,approved; investigational; vet_approved,ULGZDMOVFRHVEP-RWJQBGPGSA-N,"InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1",CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,C37H67NO13,C01912,D00140,12560,46508487,42355,CHEMBL532,ERY,12041,50344942
,,,,,,,,,,114790,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa997cfa3b8>,2'-Deoxy-Thymidine-Beta-L-Rhamnose,,experimental,ZOSQFDVXNQFKBY-CGAXJHMRSA-N,"InChI=1S/C16H26N2O15P2/c1-6-4-18(16(24)17-14(6)23)10-3-8(19)9(31-10)5-29-34(25,26)33-35(27,28)32-15-13(22)12(21)11(20)7(2)30-15/h4,7-13,15,19-22H,3,5H2,1-2H3,(H,25,26)(H,27,28)(H,17,23,24)/t7-,8-,9+,10+,11-,12+,13+,15+/m0/s1",C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)[C@H]1O,C16H26N2O15P2,C03319,,121966,46505764,15774,,TRH,108806,
,,,,,,,,,,10020713,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa129bdae8>,Aminolevulinic acid,106-60-5,approved,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,"InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)",NCC(=O)CCC(O)=O,C5H9NO3,C00430,,137,46506856,17549,CHEMBL601,,134,50240386
,,,,,,,,,,24772042,,,,,,
,,,,,,,,,,3483300,,,,,,
,,,,,,,,,,2632978,,,,,,
,,,,,,,,,,22322,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa99f055b38>,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",,experimental,MWHAHELTVGJGFJ-UHFFFAOYSA-N,"InChI=1S/C14H14FN5O2/c1-21-8-3-4-9(22-2)7(5-8)6-10-17-11-12(16)19-14(15)20-13(11)18-10/h3-5H,6H2,1-2H3,(H3,16,17,18,19,20)",COC1=CC(CC2=NC3=NC(F)=NC(N)=C3N2)=C(OC)C=C1,C14H14FN5O2,,,448973,46507104,,CHEMBL324951,PU2,395621,15382
,,,,,,,,,,6433110,,,,,,
,,,,,,,,,,24933,,,,,,
,,,,,,,,,,446553,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa98a5f40e8>,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,,experimental,VZFUNHITNWTQFU-KHPPLWFESA-N,"InChI=1S/C10H13NO4S2/c1-2-16-10(11-15-17(12,13)14)8-9-6-4-3-5-7-9/h3-7H,2,8H2,1H3,(H,12,13,14)/b11-10-",CCS\C(CC1=CC=CC=C1)=N/OS(O)(=O)=O,C10H13NO4S2,,,9600421,46504506,,,SEH,7874560,
,,,,,,,,,,75736,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa9ce205db8>,Dasatinib,302962-49-8,approved; investigational,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,C22H26ClN7O2S,,D03658,3062316,46505143,49375,CHEMBL1421,1N1,2323020,13216
,,,,,,,,,,6490494,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa98a4bdb88>,Tanaproget,304853-42-7,investigational,PYVFWTPEBMRKSR-UHFFFAOYSA-N,"InChI=1S/C16H15N3OS/c1-16(2)12-8-10(4-6-13(12)18-15(21)20-16)14-7-5-11(9-17)19(14)3/h4-8H,1-3H3,(H,18,21)",CN1C(=CC=C1C1=CC=C2NC(=S)OC(C)(C)C2=C1)C#N,C16H15N3OS,,,4369524,46509047,,CHEMBL539163,T98,3572060,50375821
,,,,,,,,,,890,,,,,,
,,,,,,,,,,123740,,,,,,
,,,,,,,,,,446991,,,,,,
,,,,,,,,,,35754,,,,,,
,,,,,,,,,,2537,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa8f0e31228>,Mirodenafil,862189-95-5,investigational,MIJFNYMSCFYZNY-UHFFFAOYSA-N,"InChI=1S/C26H37N5O5S/c1-4-7-19-18-30(6-3)24-23(19)27-25(28-26(24)33)21-17-20(8-9-22(21)36-16-5-2)37(34,35)31-12-10-29(11-13-31)14-15-32/h8-9,17-18,32H,4-7,10-16H2,1-3H3,(H,27,28,33)",CCCOC1=CC=C(C=C1C1=NC2=C(N(CC)C=C2CCC)C(=O)N1)S(=O)(=O)N1CCN(CCO)CC1,C26H37N5O5S,,,12001014,347828141,,,,10173481,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fa979e24e58>,Abiraterone,154229-19-3,approved,GZOSMCIZMLWJML-VJLLXTKPSA-N,"InChI=1S/C24H31NO/c1-23-11-9-18(26)14-17(23)5-6-19-21-8-7-20(16-4-3-13-25-15-16)24(21,2)12-10-22(19)23/h3-5,7,13,15,18-19,21-22,26H,6,8-12,14H2,1-2H3/t18-,19-,21-,22-,23-,24+/m0/s1",[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,C24H31NO,,D09701,132971,175427038,68642,CHEMBL254328,AER,117349,25458
,,,,,,,,,,65040,,,,,,
,,,,,,,,,,21080074,,,,,,
,,,,,,,,,,40119,,,,,,
,,,,,,,,,,119219,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7faa10cbd6d8>,Alprenolol,13655-52-2,experimental; withdrawn,PAZJSJFMUHDSTF-UHFFFAOYSA-N,"InChI=1S/C15H23NO2/c1-4-7-13-8-5-6-9-15(13)18-11-14(17)10-16-12(2)3/h4-6,8-9,12,14,16-17H,1,7,10-11H2,2-3H3",CC(C)NCC(O)COC1=CC=CC=C1CC=C,C15H23NO2,,D07156,2119,46506033,51211,CHEMBL266195,,2035,25764
,,,,,,,,,,1997,,,,,,
,,,,,,,,,,488029,,,,,,
