DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe16df19278>,Aminocaproic Acid,60-32-2,approved; investigational,SLXKOJJOQWFEFD-UHFFFAOYSA-N,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)",NCCCCCC(O)=O,C6H13NO2,C02378,D00160,564,46506934,57826,CHEMBL1046,ACA,548,50357211
,,,,,,,,,,9829503,,,,,,
,,,,,,,,,,6481192,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fdffca4bae8>,Chromanol,950-99-2,investigational,SEBPXHSZHLFWRL-UHFFFAOYSA-N,"InChI=1S/C14H20O2/c1-8-9(2)13-11(10(3)12(8)15)6-7-14(4,5)16-13/h15H,6-7H2,1-5H3",CC1=C(O)C(C)=C2CCC(C)(C)OC2=C1C,C14H20O2,,,99479,347829235,,CHEMBL37676,,89875,
,,,,,,,,,,320918,,,,,,
,,,,,,,,,,108007,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0ae952548>,Latamoxef,64952-97-2,approved; investigational,JWCSIUVGFCSJCK-CAVRMKNVSA-N,"InChI=1S/C20H20N6O9S/c1-25-19(22-23-24-25)36-8-10-7-35-18-20(34-2,17(33)26(18)13(10)16(31)32)21-14(28)12(15(29)30)9-3-5-11(27)6-4-9/h3-6,12,18,27H,7-8H2,1-2H3,(H,21,28)(H,29,30)(H,31,32)/t12?,18-,20+/m1/s1",[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,C20H20N6O9S,C07231,D08109,47499,46505546,599928,CHEMBL74632,,43215,50370589
,,,,,,,,,,19920,,,,,,
,,,,,,,,,,16132376,,,,,,
,,,,,,,,,,32464,,,,,,
,,,,,,,,,,72941757,,,,,,
,,,,,,,,,,2724126,,,,,,
,,,,,,,,,,8295,,,,,,
,,,,,,,,,,439915,,,,,,
,,,,,,,,,,442136,,,,,,
,,,,,,,,,,115271,,,,,,
,,,,,,,,,,2729026,,,,,,
,,,,,,,,,,469,,,,,,
,,,,,,,,,,160406,,,,,,
,,,,,,,,,,3695,,,,,,
,,,,,,,,,,409315,,,,,,
,,,,,,,,,,24293,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0b7a61cc8>,Rhodamine 6G,989-38-8,experimental,XFKVYXCRNATCOO-UHFFFAOYSA-M,"InChI=1S/C28H31N2O3.ClH/c1-6-29-23-15-25-21(13-17(23)4)27(19-11-9-10-12-20(19)28(31)32-8-3)22-14-18(5)24(30-7-2)16-26(22)33-25;/h9-16,29-30H,6-8H2,1-5H3;1H/q+1;/p-1",[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(C3=CC=CC=C3C(=O)OCC)=C2C=C1C,C28H31ClN2O3,C11177,,13806,46505461,52672,,RHQ,16740341,
,,,,,,,,,,99474,,,,,,
,,,,,,,,,,4970,,,,,,
,,,,,,,,,,60781,,,,,,
,,,,,,,,,,5702613,,,,,,
,,,,,,,,,,25229561,,,,,,
,,,,,,,,,,53388478,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe08668cae8>,Ketobemidone,469-79-4,experimental,ALFGKMXHOUSVAD-UHFFFAOYSA-N,"InChI=1S/C15H21NO2/c1-3-14(18)15(7-9-16(2)10-8-15)12-5-4-6-13(17)11-12/h4-6,11,17H,3,7-10H2,1-2H3",CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,C15H21NO2,C11792,D08100,10101,175427088,6125,CHEMBL47072,,9697,50045604
,,,,,,,,,,38003,,,,,,
,,,,,,,,,,127864,,,,,,
,,,,,,,,,,53903450,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe09d797d68>,7-ethyl-10-hydroxycamptothecin,86639-52-3,investigational,FJHBVJOVLFPMQE-QFIPXVFZSA-N,"InChI=1S/C22H20N2O5/c1-3-12-13-7-11(25)5-6-17(13)23-19-14(12)9-24-18(19)8-16-15(20(24)26)10-29-21(27)22(16,28)4-2/h5-8,25,28H,3-4,9-10H2,1-2H3/t22-/m0/s1",CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O,C22H20N2O5,C11173,,104842,175427017,8988,CHEMBL837,,94634,50418088
,,,,,,,,,,725961,,,,,,
,,,,,,,,,,24795102,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0ec1a1408>,Glisoxepide,25046-79-1,investigational,ZKUDBRCEOBOWLF-UHFFFAOYSA-N,"InChI=1S/C20H27N5O5S/c1-15-14-18(23-30-15)19(26)21-11-10-16-6-8-17(9-7-16)31(28,29)24-20(27)22-25-12-4-2-3-5-13-25/h6-9,14H,2-5,10-13H2,1H3,(H,21,26)(H2,22,24,27)",CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,C20H27N5O5S,,,32778,46508780,135731,CHEMBL2106618,,30380,
,,,,,,,,,,5281703,,,,,,
,,,,,,,,,,53903450,,,,,,
,,,,,,,,,,99327,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe014f454f8>,Equol,531-95-3,investigational,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,"InChI=1S/C15H14O3/c16-13-4-1-10(2-5-13)12-7-11-3-6-14(17)8-15(11)18-9-12/h1-6,8,12,16-17H,7,9H2/t12-/m1/s1",OC1=CC=C(C=C1)[C@H]1COC2=C(C1)C=CC(O)=C2,C15H14O3,C14131,,91469,347828042,34741,CHEMBL198877,,82594,50410528
,,,,,,,,,,71268957,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0b1bb05e8>,6-hydroxydopa quinone,,experimental,AGMJSPIGDFKRRO-YFKPBYRVSA-N,"InChI=1S/C9H9NO5/c10-5(9(14)15)1-4-2-7(12)8(13)3-6(4)11/h2-3,5,13H,1,10H2,(H,14,15)/t5-/m0/s1",N[C@@H](CC1=CC(=O)C(O)=CC1=O)C(O)=O,C9H9NO5,,,123871,46505126,36076,,TPQ,16744234,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe080530ae8>,D-leucyl-N-(4-carbamimidoylbenzyl)-L-prolinamide,,experimental,XFNMDMGNNKIXBT-CVEARBPZSA-N,"InChI=1S/C19H29N5O2/c1-12(2)10-15(20)19(26)24-9-3-4-16(24)18(25)23-11-13-5-7-14(8-6-13)17(21)22/h5-8,12,15-16H,3-4,9-11,20H2,1-2H3,(H3,21,22)(H,23,25)/t15-,16+/m1/s1",[H][C@@](N)(CC(C)C)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=C(C=C1)C(N)=N,C19H29N5O2,,,25220914,99443467,,CHEMBL1230016,31U,25057486,
,,,,,,,,,,3122,,,,,,
,,,,,,,,,,27919,,,,,,
,,,,,,,,,,1814,,,,,,
,,,,,,,,,,10220841,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe18ab94228>,Nitisinone,104206-65-7,approved; investigational,OUBCNLGXQFSTLU-UHFFFAOYSA-N,"InChI=1S/C14H10F3NO5/c15-14(16,17)7-4-5-8(9(6-7)18(22)23)13(21)12-10(19)2-1-3-11(12)20/h4-6,12H,1-3H2",[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,C14H10F3NO5,,,115355,46507380,50378,CHEMBL1337,,103195,50088804
,,,,,,,,,,72050,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe19f3f9ea8>,Cycloserine,68-41-7,approved,DYDCUQKUCUHJBH-UWTATZPHSA-N,"InChI=1S/C3H6N2O2/c4-2-1-7-5-3(2)6/h2H,1,4H2,(H,5,6)/t2-/m1/s1",N[C@@H]1CONC1=O,C3H6N2O2,C08057,,6234,46506865,40009,CHEMBL771,4AX,5998,50038178
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0cc812d18>,Indirubin-3'-Monoxime,,experimental,HBDSHCUSXQATPO-BGBJRWHRSA-N,"InChI=1S/C16H11N3O2/c20-16-13(9-5-1-3-7-11(9)18-16)15-14(19-21)10-6-2-4-8-12(10)17-15/h1-8,17,21H,(H,18,20)/b15-13-,19-14+",O\N=C1\C(\NC2=C\1C=CC=C2)=C1\C(=O)NC2=C1C=CC=C2,C16H11N3O2,,,5326739,46507166,43645,CHEMBL216543,IXM,21105558,50166289
,,,,,,,,,,24755617,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0ec1a1408>,Glisoxepide,25046-79-1,investigational,ZKUDBRCEOBOWLF-UHFFFAOYSA-N,"InChI=1S/C20H27N5O5S/c1-15-14-18(23-30-15)19(26)21-11-10-16-6-8-17(9-7-16)31(28,29)24-20(27)22-25-12-4-2-3-5-13-25/h6-9,14H,2-5,10-13H2,1H3,(H,21,26)(H2,22,24,27)",CC1=CC(=NO1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,C20H27N5O5S,,,32778,46508780,135731,CHEMBL2106618,,30380,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0fe777ea8>,Amdinocillin,32887-01-7,investigational; withdrawn,BWWVAEOLVKTZFQ-ISVUSNJMSA-N,"InChI=1S/C15H23N3O3S/c1-15(2)11(14(20)21)18-12(19)10(13(18)22-15)16-9-17-7-5-3-4-6-8-17/h9-11,13H,3-8H2,1-2H3,(H,20,21)/b16-9+/t10-,11+,13-/m1/s1",[H]C(=N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])N1CCCCCC1,C15H23N3O3S,,D02888,36273,46508450,51208,CHEMBL530,,33357,
,,,,,,,,,,409061,,,,,,
,,,,,,,,,,19920,,,,,,
,,,,,,,,,,4460,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe08e6a32c8>,Cetilistat,282526-98-1,investigational,MVCQKIKWYUURMU-UHFFFAOYSA-N,"InChI=1S/C25H39NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-19-28-25-26-23-18-17-21(2)20-22(23)24(27)29-25/h17-18,20H,3-16,19H2,1-2H3",CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C)C=C2)C(=O)O1,C25H39NO3,,,9952916,,134721,CHEMBL2103825,,8128526,
,,,,,,,,,,3077,,,,,,
,,,,,,,,,,163742,,,,,,
,,,,,,,,,,73087,,,,,,
,,,,,,,,,,99327,,,,,,
,,,,,,,,,,5460769,,,,,,
,,,,,,,,,,33630,,,,,,
,,,,,,,,,,114810,,,,,,
,,,,,,,,,,100526,,,,,,
,,,,,,,,,,3001386,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe080e567c8>,Eribaxaban,536748-46-6,experimental,QQBKAVAGLMGMHI-WIYYLYMNSA-N,"InChI=1S/C24H22ClFN4O4/c1-34-18-13-21(30(14-18)24(33)27-16-7-5-15(25)6-8-16)23(32)28-20-10-9-17(12-19(20)26)29-11-3-2-4-22(29)31/h2-12,18,21H,13-14H2,1H3,(H,27,33)(H,28,32)/t18-,21-/m1/s1",[H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC,C24H22ClFN4O4,,,11634458,99443391,140420,CHEMBL476186,230,9809202,50266770
,,,,,,,,,,3453,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0bfc28638>,4-Iodobenzo[B]Thiophene-2-Carboxamidine,,experimental,YERQOXAYAFWFEJ-UHFFFAOYSA-O,"InChI=1S/C9H7IN2S/c10-6-2-1-3-7-5(6)4-8(13-7)9(11)12/h1-4H,(H3,11,12)/p+1",NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I,C9H8IN2S,,,1746,46507328,,,ESI,1683,14169
,,,,,,,,,,54049289,,,,,,
,,,,,,,,,,104962,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0ce2529a8>,"Dcka, 5,7-Dichlorokynurenic Acid",,experimental,BGKFPRIGXAVYNX-UHFFFAOYSA-N,"InChI=1S/C10H5Cl2NO3/c11-4-1-5(12)9-6(2-4)13-7(10(15)16)3-8(9)14/h1-3H,(H,13,14)(H,15,16)",OC(=O)C1=NC2=CC(Cl)=CC(Cl)=C2C(O)=C1,C10H5Cl2NO3,,,1779,46504992,107660,CHEMBL50267,DK1,1714,50001266
,,,,,,,,,,5270,,,,,,
,,,,,,,,,,981053,,,,,,
,,,,,,,,,,992,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe10de8db88>,Clonazepam,1622-61-3,approved; illicit,DGBIGWXXNGSACT-UHFFFAOYSA-N,"InChI=1S/C15H10ClN3O3/c16-12-4-2-1-3-10(12)15-11-7-9(19(21)22)5-6-13(11)18-14(20)8-17-15/h1-7H,8H2,(H,18,20)",[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,C15H10ClN3O3,,D00280,2802,46507677,3756,CHEMBL452,,2700,50019213
,,,,,,,,,,4970,,,,,,
,,,,,,,,,,2631,,,,,,
,,,,,,,,,,6324636,,,,,,
,,,,,,,,,,65526,,,,,,
,,,,,,,,,,3604402,,,,,,
,,,,,,,,,,5311023,,,,,,
,,,,,,,,,,127864,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0cbd73d18>,Para-Isopropylaniline,,experimental,LRTFPLFDLJYEKT-UHFFFAOYSA-N,"InChI=1S/C9H13N/c1-7(2)8-3-5-9(10)6-4-8/h3-7H,10H2,1-2H3",CC(C)C1=CC=C(N)C=C1,C9H13N,,,7464,46504739,43405,,ISO,13853758,
,,,,,,,,,,6398379,,,,,,
,,,,,,,,,,9812414,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe051aafe58>,Nicorandil,65141-46-0,approved; investigational,LBHIOVVIQHSOQN-UHFFFAOYSA-N,"InChI=1S/C8H9N3O4/c12-8(7-2-1-3-9-6-7)10-4-5-15-11(13)14/h1-3,6H,4-5H2,(H,10,12)",[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,C8H9N3O4,C13280,D01810,47528,310265127,31905,CHEMBL284906,,43240,
,,,,,,,,,,6398444,,,,,,
,,,,,,,,,,2859,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0ab7cfb88>,Tanaproget,304853-42-7,investigational,PYVFWTPEBMRKSR-UHFFFAOYSA-N,"InChI=1S/C16H15N3OS/c1-16(2)12-8-10(4-6-13(12)18-15(21)20-16)14-7-5-11(9-17)19(14)3/h4-8H,1-3H3,(H,18,21)",CN1C(=CC=C1C1=CC=C2NC(=S)OC(C)(C)C2=C1)C#N,C16H15N3OS,,,4369524,46509047,,CHEMBL539163,T98,3572060,50375821
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0b786c4f8>,Y-700,,experimental,AETHRPHBGJAIBT-UHFFFAOYSA-N,"InChI=1S/C16H17N3O3/c1-16(2,3)10-22-14-5-4-13(6-11(14)7-17)19-9-12(8-18-19)15(20)21/h4-6,8-9H,10H2,1-3H3,(H,20,21)",CC(C)(C)COC1=C(C=C(C=C1)N1C=C(C=N1)C(O)=O)C#N,C16H17N3O3,,,449035,46506546,,CHEMBL169526,YSH,395667,50098068
,,,,,,,,,,3595,,,,,,
,,,,,,,,,,1222,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0cd59a408>,6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine,,experimental,AECPTICWHONWNW-UHFFFAOYSA-N,"InChI=1S/C18H15N3O/c19-17(20)14-8-6-13-11-15(9-7-12(13)10-14)18(22)21-16-4-2-1-3-5-16/h1-11H,(H3,19,20)(H,21,22)",NC(=N)C1=CC=C2C=C(C=CC2=C1)C(=O)NC1=CC=CC=C1,C18H15N3O,,,447732,46504984,,CHEMBL104937,675,394745,50138670
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe04c6d3e58>,Phenylacetic acid,103-82-2,approved,WLJVXDMOQOGPHL-UHFFFAOYSA-N,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",OC(=O)CC1=CC=CC=C1,C8H8O2,C07086,,999,310265164,30745,CHEMBL1044,PAC,10181341,16419
,,,,,,,,,,3579925,,,,,,
,,,,,,,,,,5353802,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0f73bf1d8>,Lomustine,13010-47-4,approved; investigational,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,"InChI=1S/C9H16ClN3O2/c10-6-7-13(12-15)9(14)11-8-4-2-1-3-5-8/h8H,1-7H2,(H,11,14)",ClCCN(N=O)C(=O)NC1CCCCC1,C9H16ClN3O2,C07079,D00363,3950,46506562,6520,CHEMBL514,,3813,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0d56f1228>,Imipenem,64221-86-9,approved,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,"InChI=1S/C12H17N3O4S/c1-6(16)9-7-4-8(20-3-2-14-5-13)10(12(18)19)15(7)11(9)17/h5-7,9,16H,2-4H2,1H3,(H2,13,14)(H,18,19)/t6-,7-,9-/m1/s1",[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,C12H17N3O4S,C06665,,104838,46505744,471744,CHEMBL148,,94631,50049708
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe076c4a638>,4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,,experimental,GELALLNTKKLQLM-UHFFFAOYSA-N,"InChI=1S/C14H16ClN3/c15-12-3-1-10(2-4-12)13-9-14(18-17-13)11-5-7-16-8-6-11/h1-4,9,11,16H,5-8H2,(H,17,18)",ClC1=CC=C(C=C1)C1=NNC(=C1)C1CCNCC1,C14H16ClN3,,,449126,99444532,,CHEMBL75691,L02,395743,50059237
,,,,,,,,,,5311426,,,,,,
,,,,,,,,,,6400916,,,,,,
,,,,,,,,,,6439511,,,,,,
,,,,,,,,,,6398444,,,,,,
,,,,,,,,,,442136,,,,,,
,,,,,,,,,,56603775,,,,,,
,,,,,,,,,,11637204,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0151bb4a8>,Ortataxel,186348-23-2,investigational,BWKDAMBGCPRVPI-ZQRPHVBESA-N,"InChI=1S/C44H57NO17/c1-20(2)17-25(45-38(53)61-40(6,7)8)29(49)37(52)57-30-21(3)28-31(56-22(4)46)33(50)42(11)26(48)18-27-43(19-55-27,60-23(5)47)32(42)35(58-36(51)24-15-13-12-14-16-24)44(41(28,9)10)34(30)59-39(54)62-44/h12-16,20,25-27,29-32,34-35,48-49H,17-19H2,1-11H3,(H,45,53)/t25-,26-,27+,29+,30+,31+,32-,34-,35-,42+,43-,44+/m0/s1",CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]22[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)OC(C)=O,C44H57NO17,,,6918412,347828037,,CHEMBL382300,,5293609,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe0800dc688>,D-phenylalanyl-N-(3-fluorobenzyl)-L-prolinamide,,experimental,JGZSVYZIJHGHMA-MOPGFXCFSA-N,"InChI=1S/C21H24FN3O2/c22-17-9-4-8-16(12-17)14-24-20(26)19-10-5-11-25(19)21(27)18(23)13-15-6-2-1-3-7-15/h1-4,6-9,12,18-19H,5,10-11,13-14,23H2,(H,24,26)/t18-,19+/m1/s1",[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC=CC(F)=C1,C21H24FN3O2,,,25011733,99443498,,,37U,25058086,
,,,,,,,,,,53024,,,,,,
,,,,,,,,,,122840,,,,,,
,,,,,,,,,,1216,,,,,,
,,,,,,,,,,54682566,,,,,,
,,,,,,,,,,160019,,,,,,
,,,,,,,,,,3082291,,,,,,
,,,,,,,,,,11615193,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe085d2ff48>,Beta carotene,7235-40-7,approved; nutraceutical,OENHQHLEOONYIE-JLTXGRSLSA-N,"InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+",C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C,C40H56,C02094,D03101,5280489,347827791,17579,CHEMBL1293,BCR,4444129,54988
,,,,,,,,,,5284584,,,,,,
,,,,,,,,,,155691,,,,,,
,,,,,,,,,,100526,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe143416728>,Metyrosine,672-87-7,approved,NHTGHBARYWONDQ-JTQLQIEISA-N,"InChI=1S/C10H13NO3/c1-10(11,9(13)14)6-7-2-4-8(12)5-3-7/h2-5,12H,6,11H2,1H3,(H,13,14)/t10-/m0/s1",C[C@](N)(CC1=CC=C(O)C=C1)C(O)=O,C10H13NO3,C07921,D00762,441350,46506079,6912,CHEMBL1200862,,390103,
,,,,,,,,,,56603774,,,,,,
,,,,,,,,,,2821,,,,,,
,,,,,,,,,,160173,,,,,,
,,,,,,,,,,122128,,,,,,
,,,,,,,,,,5329468,,,,,,
,,,,,,,,,,71268957,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe07f45dae8>,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,,experimental,MERNPSIIBFTCAI-UHFFFAOYSA-N,"InChI=1S/C15H15N3O/c16-15(17)18-13-8-6-11(7-9-13)10-14(19)12-4-2-1-3-5-12/h1-9H,10H2,(H4,16,17,18)",NC(=N)NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1,C15H15N3O,,,16758228,99443593,,,4PG,22376304,
,,,,,,,,,,177992,,,,,,
,,,,,,,,,,3633,,,,,,
,,,,,,,,,,2293,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe09ef042c8>,Ranirestat,147254-64-6,investigational,QCVNMNYRNIMDKV-QGZVFWFLSA-N,"InChI=1S/C17H11BrFN3O4/c18-10-4-3-9(11(19)6-10)8-21-14(24)12-2-1-5-22(12)17(16(21)26)7-13(23)20-15(17)25/h1-6H,7-8H2,(H,20,23,25)/t17-/m1/s1",FC1=C(CN2C(=O)C3=CC=CN3[C@@]3(CC(=O)NC3=O)C2=O)C=CC(Br)=C1,C17H11BrFN3O4,,,153948,175426978,,CHEMBL334830,,135685,50067407
,,,,,,,,,,5476815,,,,,,
,,,,,,,,,,12127,,,,,,
,,,,,,,,,,108099,,,,,,
,,,,,,,,,,152917,,,,,,
,,,,,,,,,,56259,,,,,,
,,,,,,,,,,6323183,,,,,,
,,,,,,,,,,65709,,,,,,
,,,,,,,,,,60842,,,,,,
,,,,,,,,,,11486,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe079fd6d18>,3-(4-HYDROXY-PHENYL)PYRUVIC ACID,,experimental,KKADPXVIOXHVKN-UHFFFAOYSA-N,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)",OC(=O)C(=O)CC1=CC=C(O)C=C1,C9H8O4,C01179,,979,99444189,15999,CHEMBL607712,ENO,954,
,,,,,,,,,,72006,,,,,,
,,,,,,,,,,5950212,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe00bfdc048>,BQ-123,136553-81-6,investigational,VYCMAAOURFJIHD-PJNXIOHISA-N,"InChI=1S/C31H42N6O7/c1-16(2)12-21-27(40)33-22(13-18-15-32-20-9-6-5-8-19(18)20)28(41)35-23(14-25(38)39)31(44)37-11-7-10-24(37)29(42)36-26(17(3)4)30(43)34-21/h5-6,8-9,15-17,21-24,26,32H,7,10-14H2,1-4H3,(H,33,40)(H,34,43)(H,35,41)(H,36,42)(H,38,39)/t21-,22+,23+,24-,26+/m0/s1",CC(C)C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=CC=CC=C23)NC1=O)C(C)C,C31H42N6O7,C11587,,443289,347828364,2965,CHEMBL314691,,391535,
,,,,,,,,,,120266,,,,,,
,,,,,,,,,,23830,,,,,,
,,,,,,,,,,83970,,,,,,
,,,,,,,,,,5486198,,,,,,
,,,,,,,,,,65684,,,,,,
,,,,,,,,,,144,,,,,,
