DrugBank ID,Name,CAS Number,Drug Groups,InChIKey,InChI,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe6c765a638>,Icaritin,118525-40-9,investigational,TUUXBSASAQJECY-UHFFFAOYSA-N,"InChI=1S/C21H20O6/c1-11(2)4-9-14-15(22)10-16(23)17-18(24)19(25)20(27-21(14)17)12-5-7-13(26-3)8-6-12/h4-8,10,22-23,25H,9H2,1-3H3",COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C(CC=C(C)C)=C2O1,C21H20O6,,,5318980,347828876,,CHEMBL498485,,4477409,50272527
,,,,,,,,,,8027,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe77b6b5db8>,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",3616-04-4,experimental,YHHSONZFOIEMCP-UHFFFAOYSA-O,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1",C[N+](C)(C)CCOP(O)(O)=O,C5H15NO4P,C00588,,1014,46508785,18132,CHEMBL1235161,PC,989,
,,,,,,,,,,853433,,,,,,
,,,,,,,,,,84592,,,,,,
,,,,,,,,,,1407,,,,,,
,,,,,,,,,,179337,,,,,,
,,,,,,,,,,1593,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe8451b1318>,Ceruletide,17650-98-5,approved,YRALAIOMGQZKOW-HYAOXDFASA-N,"InChI=1S/C58H73N13O21S2/c1-29(72)49(71-57(87)40(23-31-12-14-33(15-13-31)92-94(89,90)91)68-56(86)43(26-48(78)79)69-52(82)37(16-18-44(59)73)65-51(81)36-17-19-45(74)63-36)58(88)62-28-46(75)64-41(24-32-27-61-35-11-7-6-10-34(32)35)54(84)66-38(20-21-93-2)53(83)70-42(25-47(76)77)55(85)67-39(50(60)80)22-30-8-4-3-5-9-30/h3-15,27,29,36-43,49,61,72H,16-26,28H2,1-2H3,(H2,59,73)(H2,60,80)(H,62,88)(H,63,74)(H,64,75)(H,65,81)(H,66,84)(H,67,85)(H,68,86)(H,69,82)(H,70,83)(H,71,87)(H,76,77)(H,78,79)(H,89,90,91)/t29-,36+,37+,38+,39+,40+,41+,42+,43+,49+/m1/s1",[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,C58H73N13O21S2,,D03442,16129675,46505766,59219,CHEMBL1201355,,10481982,
,,,,,,,,,,4252,,,,,,
,,,,,,,,,,24287,,,,,,
,,,,,,,,,,1979,,,,,,
,,,,,,,,,,5379096,,,,,,
,,,,,,,,,,24180710,,,,,,
,,,,,,,,,,21872893,,,,,,
,,,,,,,,,,2505,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe6c2310778>,Nefiracetam,77191-36-7,investigational,NGHTXZCKLWZPGK-UHFFFAOYSA-N,"InChI=1S/C14H18N2O2/c1-10-5-3-6-11(2)14(10)15-12(17)9-16-8-4-7-13(16)18/h3,5-6H,4,7-9H2,1-2H3,(H,15,17)",CC1=CC=CC(C)=C1N=C(O)CN1CCCC1=O,C14H18N2O2,,,71157,347829207,135004,CHEMBL260829,,64299,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe727ff3908>,Diosmin,520-27-4,approved; investigational,GZSOSUNBTXMUFQ-YFAPSIMESA-N,"InChI=1S/C28H32O15/c1-10-21(32)23(34)25(36)27(40-10)39-9-19-22(33)24(35)26(37)28(43-19)41-12-6-14(30)20-15(31)8-17(42-18(20)7-12)11-3-4-16(38-2)13(29)5-11/h3-8,10,19,21-30,32-37H,9H2,1-2H3/t10-,19+,21-,22+,23+,24-,25+,26+,27+,28+/m0/s1",COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1,C28H32O15,C10039,D07858,5281613,310264956,4631,CHEMBL231884,,4444932,153267
,,,,,,,,,,162750,,,,,,
,,,,,,,,,,15353,,,,,,
,,,,,,,,,,83944,,,,,,
,,,,,,,,,,152963,,,,,,
,,,,,,,,,,291,,,,,,
,,,,,,,,,,16574,,,,,,
,,,,,,,,,,114757,,,,,,
,,,,,,,,,,5284643,,,,,,
,,,,,,,,,,50909243,,,,,,
,,,,,,,,,,9868580,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe767566d18>,Erdosteine,84611-23-4,investigational,QGFORSXNKQLDNO-UHFFFAOYSA-N,"InChI=1S/C8H11NO4S2/c10-6(3-14-4-7(11)12)9-5-1-2-15-8(5)13/h5H,1-4H2,(H,9,10)(H,11,12)",OC(=O)CSCC(=O)NC1CCSC1=O,C8H11NO4S2,,,65632,175426937,135014,CHEMBL1697744,,59073,
,,,,,,,,,,123623,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7865b7cc8>,Methyltrienolone,965-93-5,experimental,CCCIJQPRIXGQOE-XWSJACJDSA-N,"InChI=1S/C19H24O2/c1-18-9-7-15-14-6-4-13(20)11-12(14)3-5-16(15)17(18)8-10-19(18,2)21/h7,9,11,16-17,21H,3-6,8,10H2,1-2H3/t16-,17+,18+,19+/m1/s1",[H][C@@]12CC[C@](C)(O)[C@@]1(C)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],C19H24O2,C14257,,261000,46505539,379896,CHEMBL166444,R18,229099,50367916
,,,,,,,,,,148431,,,,,,
,,,,,,,,,,59,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe787782ae8>,Acetylphosphate,,experimental,LIPOUNRJVLNBCD-UHFFFAOYSA-N,"InChI=1S/C2H5O5P/c1-2(3)7-8(4,5)6/h1H3,(H2,4,5,6)",CC(=O)OP(O)(O)=O,C2H5O5P,C00227,,186,46505844,15350,,UVW,181,
,,,,,,,,,,31234,,,,,,
,,,,,,,,,,9639,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe739a0ac28>,N-3-OXO-DODECANOYL-L-HOMOSERINE LACTONE,,experimental,PHSRRHGYXQCRPU-AWEZNQCLSA-N,"InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(18)12-15(19)17-14-10-11-21-16(14)20/h14H,2-12H2,1H3,(H,17,19)/t14-/m0/s1",[H][C@@]1(CCOC1=O)NC(=O)CC(=O)CCCCCCCCC,C16H27NO4,,,3246941,99444795,44534,CHEMBL8483,OHN,2497481,50351512
,,,,,,,,,,133314,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe80444a6d8>,Gadopentetic acid,80529-93-7,approved,IZOOGPBRAOKZFK-UHFFFAOYSA-K,"InChI=1S/C14H23N3O10.Gd/c18-10(19)5-15(1-3-16(6-11(20)21)7-12(22)23)2-4-17(8-13(24)25)9-14(26)27;/h1-9H2,(H,18,19)(H,20,21)(H,22,23)(H,24,25)(H,26,27);/q;+3/p-3",[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O)CC([O-])=O,C14H20GdN3O10,,,55466,46504878,35778,CHEMBL1200431,,138549,
,,,,,,,,,,2729,,,,,,
,,,,,,,,,,47759,,,,,,
,,,,,,,,,,91736,,,,,,
,,,,,,,,,,11583,,,,,,
,,,,,,,,,,3015678,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe797bf9ef8>,Sorbitol,50-70-4,approved,FBPFZTCFMRRESA-JGWLITMVSA-N,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,C6H14O6,C00794,D00096,5780,46507030,17924,CHEMBL1682,SOR,5576,
,,,,,,,,,,13542,,,,,,
,,,,,,,,,,71120,,,,,,
,,,,,,,,,,50516,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe782b1d4f8>,"1,4-Diethylene Dioxide",,experimental,RYHBNJHYFVUHQT-UHFFFAOYSA-N,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,C1COCCO1,C4H8O2,C14440,,31275,46505597,47032,CHEMBL453716,DIO,29015,
,,,,,,,,,,478572,,,,,,
,,,,,,,,,,15096,,,,,,
,,,,,,,,,,441145,,,,,,
,,,,,,,,,,5480230,,,,,,
,,,,,,,,,,5353269,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe767de09a8>,Ataluren,775304-57-9,approved; investigational,OOUGLTULBSNHNF-UHFFFAOYSA-N,"InChI=1S/C15H9FN2O3/c16-12-7-2-1-6-11(12)14-17-13(18-21-14)9-4-3-5-10(8-9)15(19)20/h1-8H,(H,19,20)",OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,C15H9FN2O3,,D09323,11219835,175426931,94805,CHEMBL256997,,9394889,
,,,,,,,,,,440646,,,,,,
,,,,,,,,,,135349,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe76cb4ca98>,Isatoribine,122970-40-5,investigational,TZYVRXZQAWPIAB-FCLHUMLKSA-N,"InChI=1S/C10H12N4O6S/c11-9-12-6-5(7(18)13-9)21-10(19)14(6)8-4(17)3(16)2(1-15)20-8/h2-4,8,15-17H,1H2,(H3,11,12,13,18)/t2-,3-,4-,8-/m1/s1",NC1=NC(=O)C2=C(N1)N([C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)C(=O)S2,C10H12N4O6S,,,72231,175426870,,CHEMBL2105116,,65192,
,,,,,,,,,,7340,,,,,,
,,,,,,,,,,6191,,,,,,
,,,,,,,,,,12443122,,,,,,
,,,,,,,,,,1381,,,,,,
,,,,,,,,,,11401613,,,,,,
,,,,,,,,,,242994,,,,,,
,,,,,,,,,,6108489,,,,,,
,,,,,,,,,,10947,,,,,,
,,,,,,,,,,13,,,,,,
,,,,,,,,,,10211,,,,,,
,,,,,,,,,,42016,,,,,,
,,,,,,,,,,5935070,,,,,,
,,,,,,,,,,5494424,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe8012e0b88>,Fentanyl,437-38-7,approved; illicit; investigational; vet_approved,PJMPHNIQZUBGLI-UHFFFAOYSA-N,"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3",CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,C22H28N2O,,D00320,3345,46506372,119915,CHEMBL596,7V7,3228,50008984
,,,,,,,,,,158796,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe85c325cc8>,Bexarotene,153559-49-0,approved; investigational,NAVMQTYZDKMPEU-UHFFFAOYSA-N,"InChI=1S/C24H28O2/c1-15-13-20-21(24(5,6)12-11-23(20,3)4)14-19(15)16(2)17-7-9-18(10-8-17)22(25)26/h7-10,13-14H,2,11-12H2,1,3-6H3,(H,25,26)",CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C24H28O2,,D03106,82146,46509119,50859,CHEMBL1023,9RA,74139,50032675
,,,,,,,,,,91667839,,,,,,
,,,,,,,,,,20353,,,,,,
,,,,,,,,,,366,,,,,,
,,,,,,,,,,5281295,,,,,,
,,,,,,,,,,133208,,,,,,
,,,,,,,,,,5202,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe80e523ea8>,Pralidoxime,6735-59-7,approved; vet_approved,JBKPUQTUERUYQE-UHFFFAOYSA-O,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1",C[N+]1=C(\C=N\O)C=CC=C1,C7H9N2O,C07400,,5353894,46509152,8354,CHEMBL1420,,5193737,234367
,,,,,,,,,,91466,,,,,,
,,,,,,,,,,351795,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7da118548>,Methoxyflurane,76-38-0,approved; investigational; vet_approved,RFKMCNOHBTXSMU-UHFFFAOYSA-N,"InChI=1S/C3H4Cl2F2O/c1-8-3(6,7)2(4)5/h2H,1H3",COC(F)(F)C(Cl)Cl,C3H4Cl2F2O,C07517,D00544,4116,46508879,6843,CHEMBL1341,,3973,
,,,,,,,,,,57199466,,,,,,
,,,,,,,,,,53462,,,,,,
,,,,,,,,,,38012,,,,,,
,,,,,,,,,,10039597,,,,,,
,,,,,,,,,,92219,,,,,,
,,,,,,,,,,62103,,,,,,
,,,,,,,,,,16132398,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7389a3908>,Puromycin,53-79-2,experimental,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,"InChI=1S/C22H29N7O5/c1-28(2)19-17-20(25-10-24-19)29(11-26-17)22-18(31)16(15(9-30)34-22)27-21(32)14(23)8-12-4-6-13(33-3)7-5-12/h4-7,10-11,14-16,18,22,30-31H,8-9,23H2,1-3H3,(H,27,32)/t14-,15+,16+,18+,22+/m0/s1",[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@]1([H])[C@@]([H])(CO)O[C@@]([H])(N2C=NC3=C(N=CN=C23)N(C)C)[C@]1([H])O,C22H29N7O5,C01610,,439530,99444908,17939,CHEMBL469912,PUY,388623,
,,,,,,,,,,9140,,,,,,
,,,,,,,,,,82320,,,,,,
,,,,,,,,,,123677,,,,,,
,,,,,,,,,,155169,,,,,,
,,,,,,,,,,9987061,,,,,,
,,,,,,,,,,24570,,,,,,
,,,,,,,,,,9878646,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7660e1368>,Sofalcone,64506-49-6,investigational,GFWRVVCDTLRWPK-KPKJPENVSA-N,"InChI=1S/C27H30O6/c1-19(2)13-15-31-22-8-5-21(6-9-22)7-12-25(28)24-11-10-23(32-16-14-20(3)4)17-26(24)33-18-27(29)30/h5-14,17H,15-16,18H2,1-4H3,(H,29,30)/b12-7+",CC(C)=CCOC1=CC=C(\C=C\C(=O)C2=C(OCC(O)=O)C=C(OCC=C(C)C)C=C2)C=C1,C27H30O6,,,5282219,175426956,,CHEMBL1441961,,4445402,
,,,,,,,,,,6734,,,,,,
,,,,,,,,,,44721303,,,,,,
,,,,,,,,,,3274949,,,,,,
,,,,,,,,,,5280906,,,,,,
,,,,,,,,,,468590,,,,,,
,,,,,,,,,,5312765,,,,,,
,,,,,,,,,,421,,,,,,
,,,,,,,,,,3246569,,,,,,
,,,,,,,,,,1445,,,,,,
,,,,,,,,,,14525,,,,,,
,,,,,,,,,,51224,,,,,,
,,,,,,,,,,15942660,,,,,,
,,,,,,,,,,558221,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe77e1e24a8>,Ethylene Dichloride,107-06-2,experimental,WSLDOOZREJYCGB-UHFFFAOYSA-N,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,ClCCCl,C2H4Cl2,C06752,,11,46504791,27789,CHEMBL16370,DCE,13837650,
,,,,,,,,,,56329,,,,,,
,,,,,,,,,,3877,,,,,,
,,,,,,,,,,159271,,,,,,
,,,,,,,,,,107698,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7557adef8>,Dexanabinol,112924-45-5,investigational,SSQJFGMEZBFMNV-PMACEKPBSA-N,"InChI=1S/C25H38O3/c1-6-7-8-9-12-24(2,3)18-14-21(27)23-19-13-17(16-26)10-11-20(19)25(4,5)28-22(23)15-18/h10,14-15,19-20,26-27H,6-9,11-13,16H2,1-5H3/t19-,20-/m0/s1",CCCCCCC(C)(C)C1=CC(O)=C2[C@H]3CC(CO)=CC[C@@H]3C(C)(C)OC2=C1,C25H38O3,,,107778,347827772,,CHEMBL334533,,96934,50067498
,,,,,,,,,,5281227,,,,,,
,,,,,,,,,,441432,,,,,,
,,,,,,,,,,135250,,,,,,
,,,,,,,,,,34466,,,,,,
,,,,,,,,,,6223,,,,,,
,,,,,,,,,,12130,,,,,,
,,,,,,,,,,159603,,,,,,
,,,,,,,,,,6953,,,,,,
,,,,,,,,,,10211,,,,,,
,,,,,,,,,,44258291,,,,,,
,,,,,,,,,,8607,,,,,,
,,,,,,,,,,14236,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7927ced68>,Para-Iodo-D-Phenylalanine Hydroxamic Acid,,experimental,AJEPKWPHKPETBM-MRVPVSSYSA-N,"InChI=1S/C9H11IN2O2/c10-7-3-1-6(2-4-7)5-8(11)9(13)12-14/h1-4,8,14H,5,11H2,(H,12,13)/t8-/m1/s1",[H][C@@](N)(CC1=CC=C(I)C=C1)C(=O)NO,C9H11IN2O2,,,5288643,46507696,,,IPO,4450764,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe784f7b2c8>,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,,experimental,XBNHRNFODJOFRU-UHFFFAOYSA-N,"InChI=1S/C10H11NO3S3/c12-17(13,14)7-3-6-15-10-11-8-4-1-2-5-9(8)16-10/h1-2,4-5H,3,6-7H2,(H,12,13,14)",OS(=O)(=O)CCCSC1=NC2=C(S1)C=CC=C2,C10H11NO3S3,,,162569,46506556,,CHEMBL1161789,BTS,142731,
,,,,,,,,,,739516,,,,,,
,,,,,,,,,,30533,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe7497a3bd8>,Carglumic acid,1188-38-1,approved,LCQLHJZYVOQKHU-VKHMYHEASA-N,"InChI=1S/C6H10N2O5/c7-6(13)8-3(5(11)12)1-2-4(9)10/h3H,1-2H2,(H,9,10)(H,11,12)(H3,7,8,13)/t3-/m0/s1",NC(=O)N[C@@H](CCC(O)=O)C(O)=O,C6H10N2O5,C05829,D07130,121396,99443290,71028,CHEMBL1201780,,108351,
,,,,,,,,,,9136,,,,,,
,,,,,,,,,,5360741,,,,,,
,,,,,,,,,,697993,,,,,,
,,,,,,,,,,16129672,,,,,,
,,,,,,,,,,6454370,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe77311fae8>,1-benzylimidazole,4238-71-5,experimental,KKKDZZRICRFGSD-UHFFFAOYSA-N,"InChI=1S/C10H10N2/c1-2-4-10(5-3-1)8-12-7-6-11-9-12/h1-7,9H,8H2",C(N1C=CN=C1)C1=CC=CC=C1,C10H10N2,,,77918,46506844,,CHEMBL14192,1BN,,7887
,,,,,,,,,,68424,,,,,,
,,,,,,,,,,80309,,,,,,
,,,,,,,,,,61253,,,,,,
,,,,,,,,,,10071166,,,,,,
,,,,,,,,,,105065,,,,,,
,,,,,,,,,,9833274,,,,,,
,,,,,,,,,,242065,,,,,,
,,,,,,,,,,25055254,,,,,,
,,,,,,,,,,71684475,,,,,,
,,,,,,,,,,66558601,,,,,,
,,,,,,,,,,108001,,,,,,
,,,,,,,,,,1894360,,,,,,
,,,,,,,,,,185716,,,,,,
<Element '{http://www.drugbank.ca}drugbank-id' at 0x7fe70dddba48>,Zinc oxide,1314-13-2,approved,XLOMVQKBTHCTTD-UHFFFAOYSA-N,InChI=1S/O.Zn,O=[Zn],OZn,,D01170,14806,310265203,36560,CHEMBL1201128,,14122,
