smpdbIDs,pval,Bonferroni,B&H_FDR_adjusted_pval,B&Y_FDR_adjusted_pval,pathway
SMP0002228,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Xylose Transport
SMP0002284,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Nucleotide and Deoxyribonucleotide Catabolism Inactivation
SMP0063631,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Ketone Body Metabolism
SMP0000486,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,DOPA-Responsive Dystonia
SMP0002427,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Glutamic Acid Metabolism
SMP0014367,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(18:0/18:1(11Z))
SMP0014285,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(15:0/18:4(6Z,9Z,12Z,15Z))"
SMP0014338,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(16:1(9Z)/18:1(11Z))
SMP0002257,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Malto Dextrins Uptake II
SMP0014274,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(15:0/14:0)
SMP0000093,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Diclofenac Action Pathway
SMP0014231,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:0/20:3(5Z,8Z,11Z))"
SMP0014264,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))"
SMP0002249,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Maltodextrins and Maltose Transport II
SMP0014325,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(16:0/22:2(13Z,16Z))"
SMP0002315,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Mannose Metabolism
SMP0000459,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Pyruvaldehyde Degradation
SMP0000065,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Ubiquinone Biosynthesis
SMP0000656,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Dicoumarol Action Pathway
SMP0063753,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Lysophosphatidic Acid LPA2 Signalling
SMP0014360,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(16:1(9Z)/24:1(15Z))
SMP0014232,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:0/20:3(8Z,11Z,14Z))"
SMP0063685,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Ubiquinone Biosynthesis
SMP0002125,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Methylglyoxal Degradation I
SMP0014362,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(18:0/14:1(9Z))
SMP0014279,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(15:0/18:0)
SMP0014361,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(18:0/14:0)
SMP0002214,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Glycine Cleavage System
SMP0000078,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Chlorothiazide Action Pathway
SMP0002308,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,4-Aminobutanoate Degradation 
SMP0014269,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))"
SMP0000025,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phospholipid Biosynthesis
SMP0014318,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(16:0/20:3(5Z,8Z,11Z))"
SMP0012444,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Mannose Metabolism
SMP0014328,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(16:0/22:5(7Z,10Z,13Z,16Z,19Z))"
SMP0014230,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z))"
SMP0000604,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Cyclophosphamide Metabolism Pathway
SMP0014322,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z))"
SMP0000653,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Rosiglitazone Metabolism Pathway
SMP0000270,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Dicumarol Action Pathway
SMP0000461,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Gliclazide Action Pathway
SMP0014289,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(15:0/20:3(5Z,8Z,11Z))"
SMP0002271,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: High Frequency of Lysogenization Repression
SMP0002258,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Malto Dextrins Uptake III
SMP0000702,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Nepafenac Action Pathway
SMP0000090,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Bendroflumethiazide Action Pathway
SMP0000333,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone
SMP0000701,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phenylbutazone Action Pathway
SMP0000311,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin
SMP0000723,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Cystinuria
SMP0000605,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Ifosfamide Metabolism Pathway
SMP0014224,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z))"
SMP0002080,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,4-Aminobutanoate Degradation I
SMP0000491,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Sepiapterin Reductase Deficiency
SMP0014286,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Phosphatidylcholine Biosynthesis PC(15:0/20:0)
SMP0000110,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Indapamide Action Pathway
SMP0000018,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Alpha Linolenic Acid and Linoleic Acid Metabolism
SMP0002251,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Maltodextrins and Maltose Transport IV
SMP0002248,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Maltodextrins and Maltose Transport
SMP0000005,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Pterine Biosynthesis
SMP0000706,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Tenoxicam Action Pathway
SMP0014239,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"Phosphatidylcholine Biosynthesis PC(14:0/22:4(7Z,10Z,13Z,16Z))"
SMP0002193,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Operon: Mannose Uptake II
SMP0012014,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Folate Biosynthesis
SMP0063746,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Lysophosphatidic Acid LPA1 Signalling
SMP0063467,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Indole Alkaloid Biosynthesis
SMP0000705,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Tiaprofenic Acid Action Pathway
SMP0063593,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Alpha Linolenic Acid and Linoleic Acid Metabolism
SMP0000853,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Glutathione Metabolism
SMP0000774,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,"2,3-Dihydroxybenzoate Biosynthesis"
SMP0000448,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Ifosfamide Action Pathway
SMP0000104,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Indomethacin Action Pathway
SMP0001037,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Fatty Acid Oxidation (Myristate)
SMP0000335,0.27146814404424485,0.27146814404424485,0.27146814404424485,0.27146814404424485,Intracellular Signalling Through Histamine H2 Receptor and Histamine
SMP0000498,0.27593310247541264,0.27593310247541264,0.27593310247541264,0.27593310247541264,Dopamine beta-Hydroxylase Deficiency
SMP0000008,0.289146321014255,0.289146321014255,0.289146321014255,0.289146321014255,Phenylalanine and Tyrosine Metabolism
SMP0063613,0.289146321014255,0.289146321014255,0.289146321014255,0.289146321014255,Fatty Acid Biosynthesis
SMP0002442,0.2983416824287934,0.2983416824287934,0.2983416824287934,0.2983416824287934,Phenylalanine Metabolism
SMP0000570,0.2983416824287934,0.2983416824287934,0.2983416824287934,0.2983416824287934,"Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type"
SMP0000506,0.37549695902393565,0.37549695902393565,0.37549695902393565,0.37549695902393565,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome]
SMP0063596,0.37549695902393565,0.37549695902393565,0.37549695902393565,0.37549695902393565,Arginine and Proline Metabolism
SMP0000363,0.37549695902393565,0.37549695902393565,0.37549695902393565,0.37549695902393565,Ornithine Aminotransferase Deficiency (OAT Deficiency)
SMP0000507,0.37549695902393565,0.37549695902393565,0.37549695902393565,0.37549695902393565,L-Arginine:Glycine Amidinotransferase Deficiency
SMP0063656,0.41244138321644425,0.41244138321644425,0.41244138321644425,0.41244138321644425,Propanoate Metabolism
SMP0000385,0.41244138321644425,0.41244138321644425,0.41244138321644425,0.41244138321644425,Homocarnosinosis
SMP0000243,0.41244138321644425,0.41244138321644425,0.41244138321644425,0.41244138321644425,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency
SMP0000072,0.41244138321644425,0.41244138321644425,0.41244138321644425,0.41244138321644425,Glutamate Metabolism
SMP0000407,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Heroin Action Pathway
SMP0000118,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Torsemide Action Pathway
SMP0000971,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Lac Operon 
SMP0000113,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Oxaprozin Action Pathway
SMP0000692,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Antipyrine Action Pathway
SMP0000321,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
SMP0012043,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Plastoquinol-9 Biosynthesis
SMP0002115,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,L-Arabinose Degradation I
SMP0000483,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Kidney Function
SMP0000133,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Amiloride Action Pathway
SMP0002053,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Aminopropylcadaverine Biosynthesis
SMP0000640,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Acetaminophen Metabolism Pathway
SMP0002102,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Acetate Metabolism
SMP0001985,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Flavin Biosynthesis
SMP0002032,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Glutathione Metabolism III
SMP0000856,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Quorum Sensing
SMP0002354,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Riboflavin Metabolism
SMP0000583,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Blue Diaper Syndrome
SMP0063657,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Pterine Biosynthesis
SMP0000454,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Repaglinide Action Pathway
SMP0000347,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Metachromatic Leukodystrophy (MLD)
SMP0012013,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Pterin Biosynthesis (Folate Precursor)
SMP0000694,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Carprofen Action Pathway
SMP0000489,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Hyperphenylalaninemia Due to DHPR-Deficiency
SMP0000289,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Diflunisal Action Pathway
SMP0000115,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Furosemide Action Pathway
SMP0000795,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Lysine Degradation I
SMP0002372,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Ubiquinone Biosynthesis 
SMP0000447,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Cyclophosphamide Action Pathway
SMP0002334,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Tetrahydrofolate Biosynthesis
SMP0000308,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Dopamine Activation of Neurological Reward System
SMP0000827,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Phenylalanine Biosynthesis
SMP0002117,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Xylose Degradation I
SMP0002054,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Spermidine Biosynthesis I
SMP0000697,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Flurbiprofen Action Pathway
SMP0002520,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,"Lysolipid Incorporation into ER PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))"
SMP0000487,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency
SMP0002425,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Lysolipid Incorporation into ER
SMP0012047,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Glycine Betaine Biosynthesis I
SMP0000915,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,beta-Alanine Metabolism
SMP0063655,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Porphyrin Metabolism
SMP0000938,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Phenylalanine Metabolism
SMP0063462,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Riboflavin Metabolism
SMP0063663,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Riboflavin Metabolism
SMP0000696,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Fenoprofen Action Pathway
SMP0000088,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Bumetanide Action Pathway
SMP0000925,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Folate Biosynthesis
SMP0000672,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Propoxyphene Action Pathway
SMP0000709,0.46933268506198283,0.46933268506198283,0.46933268506198283,0.46933268506198283,Salicylic Acid Action Pathway
SMP0000206,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,Phenylketonuria
SMP0000341,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,Hypermethioninemia
SMP0063637,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,Methionine Metabolism
SMP0002307,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,beta-Alanine Metabolism
SMP0063693,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,Tryptophan Metabolism
SMP0000370,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,Tyrosinemia Type 3 (TYRO3)
SMP0000567,0.5163903817928227,0.5163903817928227,0.5163903817928227,0.5163903817928227,Succinic Semialdehyde Dehydrogenase Deficiency
SMP0000505,0.5380573404505172,0.5380573404505172,0.5380573404505172,0.5380573404505172,Hyperornithinemia with Gyrate Atrophy (HOGA)
SMP0000504,0.5380573404505172,0.5380573404505172,0.5380573404505172,0.5380573404505172,"Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency"
SMP0000360,0.5380573404505172,0.5380573404505172,0.5380573404505172,0.5380573404505172,Hyperprolinemia Type II
SMP0000063,0.6072880061059707,0.6072880061059707,0.6072880061059707,0.6072880061059707,Tryptophan Metabolism
SMP0000033,0.6072880061059707,0.6072880061059707,0.6072880061059707,0.6072880061059707,Methionine Metabolism
SMP0000201,0.6072880061059707,0.6072880061059707,0.6072880061059707,0.6072880061059707,Methylmalonic Aciduria Due to Cobalamin-Related Disorders
SMP0000812,0.6072880061059707,0.6072880061059707,0.6072880061059707,0.6072880061059707,Arginine Metabolism
SMP0000997,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Secondary Metabolites: Ubiquinol Biosynthesis
SMP0063606,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Catecholamine Biosynthesis
SMP0002345,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Xylitol Degradation
SMP0002038,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Pyrimidine Ribonucleosides Degradation
SMP0002313,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Sarcosine Oncometabolite Pathway 
SMP0002331,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Amino Sugar and Nucleotide Sugar Metabolism
SMP0002097,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Spermidine Biosynthesis and Metabolism 
SMP0000024,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Porphyrin Metabolism
SMP0000170,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Aromatic L-Aminoacid Decarboxylase Deficiency
SMP0000342,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Hereditary Coproporphyria (HCP)
SMP0000501,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,gamma-Glutamyltranspeptidase Deficiency
SMP0000345,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease
SMP0000012,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Catecholamine Biosynthesis
SMP0002310,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Methionine Metabolism and Salvage
SMP0000183,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,gamma-Glutamyltransferase Deficiency
SMP0002363,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Porphyrin Metabolism 
SMP0063599,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,beta-Alanine Metabolism
SMP0000857,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,S-Adenosyl-L-Methionine Biosynthesis
SMP0000816,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,D-Glucarate and D-Galactarate Degradation
SMP0002050,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Secondary Metabolites: Ubiquinol Biosynthesis 2
SMP0063671,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Spermidine and Spermine Biosynthesis
SMP0063632,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Histidine Metabolism
SMP0000346,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Porphyria Variegata (PV)
SMP0002040,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Uracil Degradation III
SMP0000108,0.6135250978074407,0.6135250978074407,0.6135250978074407,0.6135250978074407,Hydroflumethiazide Action Pathway
SMP0000207,0.6734601832716635,0.6734601832716635,0.6734601832716635,0.6734601832716635,Prolidase Deficiency (PD)
SMP0000214,0.684551688466747,0.684551688466747,0.684551688466747,0.684551688466747,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency
SMP0000222,0.684551688466747,0.684551688466747,0.684551688466747,0.684551688466747,Glycine N-Methyltransferase Deficiency
SMP0000502,0.684551688466747,0.684551688466747,0.684551688466747,0.684551688466747,Malonyl-CoA Decarboxylase Deficiency
SMP0000221,0.684551688466747,0.684551688466747,0.684551688466747,0.684551688466747,Methionine Adenosyltransferase Deficiency
SMP0000492,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Ureidopropionase Deficiency
SMP0000109,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Mefenamic Acid Action Pathway
SMP0002092,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,S-Adenosyl-L-Methionine Cycle
SMP0063600,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Betaine Metabolism
SMP0000123,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Betaine Metabolism
SMP0063614,0.7185862362690436,0.7185862362690436,0.7185862362690436,0.7185862362690436,Fructose and Mannose Degradation
